1,1.1.6,स्वः,Heaven,स्वर्ग,ಸ್ವರ್ಗ,স্বর্গ,ସ୍ଵର୍ଗ,ਜੰਨਤ,স্বর্গ,स्वर्ग
1574,2.6.100,नेपथ्यम्,----,सजावट,----,প্রসাধন,ଅଳଙ୍କାର ଦ୍ଵାରା ଜାତ ଶୋଭା,ਸਜਾਵਟ ,প্রসাধন,सजावट
1575,2.6.101,अलङ्कर्ता,----,सजानेवाले,----,যে সাজায়,ଅଳଙ୍କାର ସଜାଇବା ବ୍ୟକ୍ତି,ਸਜਾਣ ਵਾਲੇ ,যে সাজায়,सजाऽ वाला 
1576,2.6.101,मण्डितः,----,सजे हुए,----,অলঙ্কৃত বা সজ্জিত ব্যক্তি,ଅଳଙ୍କୃତ,ਸਜੇ ਹੋਏ,অলঙ্কৃত বা সজ্জিত ব্যক্তি,सजे हुए
1577,2.6.102,विभ्राड्,----,आभूषण द्वारा अत्यन्त दीप्तिमान,----,দীপ্তিশীল ব্যক্তি,ଅଳଙ୍କାର ପ୍ରଭୃତି ଦ୍ଵାରା ସୁଶୋଭିତ,ਅਭੂਸ਼ਣ ਤੌਂ ਚਮਕਦਾ ਹੋਇਆ,দীপ্তিশীল ব্যক্তি,आभूषण द्वारा अत्यन्त दीप्तिमान
1578,2.6.102,भूषा,----,शृङ्गार,----,অলঙ্কার পরা,ଶୃଙ୍ଗାର,ਸਿਂਗਾਰ ,অলঙ্কার পরা,शृङ्गार
1579,2.6.102,अलङ्कारः,----,गहना,----,অলঙ্কার,ଅଳଙ୍କାର,ਗਹਨਾ ,অলঙ্কার,गहना
1580,2.6.103,मुकुटम्,----,मुकुट,----,মুকুট,ମୁକୁଟ,ਮੁਕੁਟ,মুকুট,मुकुट
1581,2.6.103,चूडामणिः,----,सिर में पहनने का शीश फूल,----,মুকুটের প্রধান মণি,ମସ୍ତକମଣି,ਸਿਰ ਵਿਚ ਪਾਇਯਾ ਸ਼ੀਸ਼ ਫੂਲ ,মুকুটের প্রধান মণি,सिर मँ पहननेक शीश फूल
1582,2.6.103,तरलः,----,हार के बीच की बड़ी मणि,----,হারের মধ্যের প্রধান মণি,ହାର ବା ମାଳାର ମଧ୍ୟଭାଗ ସ୍ଥିତ ମଣି,ਹਾਰ ਦੀ ਬਿਚਲੀ ਮਣਿ ,হারের মধ্যের প্রধান মণি,हारक बीचक बड़ी मणि
1583,2.6.104,बालपाश्या,----,बेंदी,----,সিঁথিতে পরার সোনার অলঙ্কারবিশেষ,ବାଳରେ ପ୍ରଯୁକ୍ତ ଅଳଙ୍କାର,ਬੇਂਦੀ ,সিঁথিতে পরার সোনার অলঙ্কারবিশেষ,बेंदी
1584,2.6.104,पत्रपाश्या,----,सोने का टीका,----,কপালে ঝোলে এমন সোনার অলঙ্কার,କପାଳରେ ପ୍ରଯୁକ୍ତ ଅଳଙ୍କାର,ਸੋਨੇ ਦਾ ਟੀਕਾ ,কপালে ঝোলে এমন সোনার অলঙ্কার,सोनेक टीका
1585,2.6.104,कर्णिका,----,कर्णफूल,----,সোনার তৈরী কানে পরার অলঙ্কারবিশেষ,କାନଫୁଲ,ਕਰਣ ਫੂਲ ,সোনার তৈরী কানে পরার অলঙ্কারবিশেষ,कर्णफूल
1586,2.6.104,कुण्डलम्,----,कुण्ड़ल,----,কানের দুল,କୁଣ୍ଡଳ,ਕੁੰਡਲ,কানের দুল,कुण्ड़ल
1587,2.6.105,ग्रैवेयकम्,----,हँसुली,----,হাঁসুলী,ଗଳାରେ ବ୍ୟବହୃତ ହାର,ਹੰਸੁਲੀ,হাঁসুলী,हँसुली
1588,2.6.105,लम्बनम्,----,गले से लेकर नाभिपर्यन्त लम्बी कंठी,----,ঝোলানো হাঁসুলী,ଗଳାର ନିମ୍ନରେ ଝୁଲୁଥିବା ହାରର ଅଂଶ,ਗਲੇ ਤੌਂ ਲੈ ਕੇ ਸੁੰਦੀ ਲੌਂ ਲੰਮੀ ਕੰਠੀ ,ঝোলানো হাঁসুলী,गले सँ लेकर नाभिपर्यन्त लम्बी कंठी
1589,2.6.105,प्रालम्बिका,----,गले से लेकर नाभिपर्यन्त लम्बी सोने की बनी हुई कण्ठी,----,সোনার হাঁসুলী,ଗଳାର ନିମ୍ନରେ ଝୁଲୁଥିବା ସୁନାହାରର ଅଂଶ,ਗਲੇ ਤੌਂ ਲੈ ਕੇ ਸੁੰਦੀ ਲੌਂ ਸੋਨੇ ਦੀ ਲੰਮੀ ਕੰਠੀ ,সোনার হাঁসুলী,गले सँ लेकर नाभिपर्यन्त लम्बी सोनेक बनी हुई कण्ठी
1590,2.6.105,उरःसूत्रिका,----,गले से लेकर नाभिपर्यन्त लम्बी मोती की बनी हुई कण्ठी ,----,মুক্তার হাঁসুলী,ମୋତିର ହାର,ਗਲੇ ਤੌਂ ਲੈ ਕੇ ਸੁੰਦੀ ਲੌਂ ਮੋਤੀ ਦੀ ਲੰਮੀ ਕੰਠੀ ,মুক্তার হাঁসুলী,गले सँ लेकर नाभिपर्यन्त लम्बी मोतीक बनी हुई कण्ठी 
1591,2.6.106,हारः,----,मोतियों का हार,----,হার,ହାର,ਮੋਤਿਯਾੱ ਦਾ ਹਾਰ ,হার,मोतिक हार
1592,2.6.106,शतयष्टिकः,----,सौ लड़ीवाले हार,----,হারবিশেষ,ଶତମାଳାବିଶିଷ୍ଟ ହାର,ਸੌ ਲੜੀ ਵਾਲਾ ਹਾਰ ,হারবিশেষ,सौ लड़ीवाला हार
1593,2.6.106,हारभेदः,----,लड़ी के भेद से हार के किस्म,----,হারের প্রকার,ହାର ଭେଦ,ਲੜੀ ਦੇ ਭੇਦ ਤੌਂ ਹਾਰ ਦੀ ਕਿਸਮ ,হারের প্রকার,लड़ीक भेद सँ हारक किस्म
1594,2.6.106,नक्षत्रमाला,----,२७ मोतियों की एकावली हार का नाम,----,সাতাশটি মুক্তা দিয়ে গাঁথা একাবলী হার,ସତେଇଶସଂଖ୍ୟକ ମୋତିର ହାର,੨੭ ਮੋਤਿਯਾੱ ਦੀ ਇੱਕੀ ਦਾ ਨਾਂ,সাতাশটি মুক্তা দিয়ে গাঁথা একাবলী হার,२७ मोतिक एकावली हारक नाम
1595,2.6.108,आवापकः,----,पहुँची,----,বালা,ବଳା,ਪਹੁੱਚੀ ,বালা,पहुँची
1596,2.6.108,केयूरम्,----,बिजायठ,----,কেয়ুর,ବାହୁବନ୍ଧ,ਬਿਜਾਯਠ,কেয়ুর,बिजायठ
1597,2.6.108,अङ्गलीयकः,----,अँगूठी,----,আঙটি,ମୁଦ୍ରିକା,ਅੰਗੂਠੀ ,আঙটি,अँगूठी
1598,2.6.109,अङ्गुलिमुद्रा,----,मोहर करनेवाली अंगूठी,----,অক্ষরযুক্ত আঙটী,ନାମଲିଖିତ ମୁଦ୍ରିକା,ਮੋਹਰ ਕਰਣ ਵਾਲੀ ਅੰਗੂਠੀ ,অক্ষরযুক্ত আঙটী,मोहर करऽवाली अंगूठी
1599,2.6.109,कङ्कणम्,----,कंगन,----,কাঁকন,କଙ୍କଣ,ਕੰਗਣ ,কাঁকন,कंगन
1600,2.6.109,मेखला,----,स्त्रियों के कमर का गहना,----,মেখলা,ମେଖଳା,ਜਨਾਨਿਯਾਂ ਦੀ ਕਮਰ ਦਾ ਗਹਨਾ ,মেখলা,स्त्रिक कमरक गहना
1601,2.6.110,श्रृङ्खलम्,----,आदमियों के कमर का गहना,----,পুরুষের কোমরের অলঙ্কার,ପୁରୁଷର ମେଖଳା,ਮਰਦਾਂ ਦੀ ਕਮਰ ਦਾ ਗਹਨਾ ,পুরুষের কোমরের অলঙ্কার,आदमिक कमरक गहना
1602,2.6.110,नूपुरः,----,पायजेब,----,নূপুর,ନୂପୁର,ਪੱਜੇਬ,নূপুর,पायजेब
1603,2.6.111,किङ्किणी,----,घुँघुरु,----,ঘুঙুর,ଘୁଂଘୁର,ਘੁੰਘਰੂ,ঘুঙুর,घुँघुरु
1604,2.6.111,वस्त्रयोनिः,----,वृक्षों की छाल आदि जिसके वस्त्र बनते हैं,----,যে সব ছাল- ফল- পোকা ও রোম থেকে কাপড় তৈরী হয়,ଗଛ ଛାଲ ଆଦି ଯେଉଁଥିରୁ କପଡ଼ା ତିଆରି କରାଯାଏ,ਪੇੜਾੱ ਦੀ ਛਾਲ ਆਦਿ- ਜਿਸਦੇ ਕਪੜੇ ਬਨਦੇ ਹਨ ,যে সব ছাল- ফল- পোকা ও রোম থেকে কাপড় তৈরী হয়,वृक्षोंक छाल आदि जिसके वस्त्र बनते हैं
1605,2.6.112,वाल्कम्,----,अलसी और सन आदि के रेशों से बुने हुए कपड़े,----,বাকল,ବଳ୍କଳରୁ ତିଆରି କପଡ଼ା,ਅਲਸੀ ਤੇ ਸਨ ਆਦਿ ਦੇ ਰੇਸ਼ਾੱ ਤੌਂ ਬੁਨੇ ਕਪੜੇ,বাকল,अलसी आर सन आदिक रेशों सँ बुने हुए कपड़े
1606,2.6.112,फालम्,----,सूती-कपास के बने हुए कपड़े,----,কার্পাসজাত বস্ত্র,କପା ଆଦିରୁ ନିର୍ମିତ କପଡ଼ା,ਸੂਤੀ ਕਪਾਸ ਤੌਂ ਬਨੇ ਹੋਏ ਕਪੜੇ ,কার্পাসজাত বস্ত্র,सूती-कपासक बने हुए कपड़े
1607,2.6.112,कौशेयम्,----,रेशमी कपड़े,----,রেশমের বস্ত্র,ରେଶମୀ ବସ୍ତ୍ର,ਰੇਸ਼ਮੀ ਕਪੜੇ ,রেশমের বস্ত্র,रेशमी कपड़े
1608,2.6.112,राङ्कवम्,----,ऊनी कपड़े,----,ভেড়া ইত্যাদির লোম থেকে তৈরী বস্ত্র,ରଙ୍କୁ ମୃଗଲୋମରୁ ନିର୍ମିତ ବସ୍ତ୍ର,ਊਨੀ ਕਪੜੇ ,ভেড়া ইত্যাদির লোম থেকে তৈরী বস্ত্র,ऊनी कपड़े
1609,2.6.113,अनाहतम्,----,कोरा कपड़ा,----,নতুন কাপড়,ଛିଦ୍ରାଦିହୀନ ବସ୍ତ୍ର,ਕੋਰਾ ਕਪੜਾ ,নতুন কাপড়,कोरा कपड़ा
1610,2.6.113,उद्गमनीयम्,----,धुला हुआ जोड़ा कपड़ा,----,ধোয়া কাপড়,ସଫା କରାଯାଇଥିବା କପଡ଼ା,ਧੁਲਾ ਹੋਇਆ ਜੋੜਾ ਕਪੜਾ ,ধোয়া কাপড়,धुला हुआ जोड़ा कपड़ा
1611,2.6.114,पत्त्रोणम्,----,धुले हुए रेशमी कपड़े,----,রেশমের ধোয়া কাপড়,ସଫା କରାଯାଇଥିବା ରେଶମୀ କପଡ଼ା,ਧੁਲਾ ਹੋਇਆ ਜੋੜਾ ਕਪੜਾ ,রেশমের ধোয়া কাপড়,धुले हुए रेशमी कपड़े
1612,2.6.114,बहुमूल्यम्,----,कीमती कपड़े,----,খুব দামি জিনিষ,ମୂଲ୍ୟବାନ୍ ବସ୍ତୁ,ਕੀਮਤੀ ਕਪੜੇ ,খুব দামি জিনিষ,कीमती कपड़े
1613,2.6.114,क्षौमम्,----,रेशमी दुपट्टा,----,পট্টবস্ত্র,ରେଶମୀ ବସ୍ତ୍ର,ਰੇਸ਼ਮੀ ਦੁਪੱਟਾ ,পট্টবস্ত্র,रेशमी दुपट्टा
1614,2.6.114,निवीतम्,----,कपड़ों के किनारे,----,আঁচল,ଆବୃତ ବସ୍ତ୍ର,ਕਪੜੋਂ ਦੇ ਕਿਨਾਰੇ ,আঁচল,कपड़ोंक किनारे
1615,2.6.115,दशाः,----,कपड़े के छोर पर का सूत,----,বস্ত্রের দশা,କପଡ଼ାର ଧଡ଼ି,ਕਪੜੋਂ ਦੇ ਛੋਰ ਵਾਲਾ ਸੂਤ ,বস্ত্রের দশা,कपड़ेक छोर परक सूत
1616,2.6.115,आयामः,----,कपड़ों की लम्बाई,----,দৈর্ঘ্য,କପଡ଼ାର ଲମ୍ଵ,ਕਪੜਾੱ ਦੀ ਲੰਮਾਈ ,দৈর্ঘ্য,कपड़ोंक लम्बाई
1617,2.6.115,विशालता,----,कपड़ों की चौड़ाई,----,বিস্তার,କପଡ଼ାର ଚୌଡ଼ା,ਕਪੜਾੱ ਦੀ ਚੋੜਾਈ ,বিস্তার,कपड़ोंक चौड़ाई
1618,2.6.116,जीर्णवस्त्रम्,----,पुराना कपड़ा,----,পুরোনো কাপড়,ପୁରୁଣା କପଡ଼ା,ਪੁਰਾਣਾ ਕਪੜਾ ,পুরোনো কাপড়,पुराना कपड़ा
1619,2.6.116,कर्पटः,----,चिथड़ा,----,ছেঁড়া কাপড় বা নেকড়া,ଛିଣ୍ଡା କପଡ଼ା,ਚਿਥੜਾ ,ছেঁড়া কাপড় বা নেকড়া,चिथड़ा
1620,2.6.116,आच्छादनम्,----,कपड़ा,----,কাপড়,ବସ୍ତ୍ର,ਕਪੜਾ ,কাপড়,कपड़ा
1621,2.6.117,सुचेलकः,----,अच्छा कपड़ा,----,উত্কৃষ্ট কাপড়,ଭଲ କପଡ଼ା,ਚੰਗਾ ਕਪੜਾ ,উত্কৃষ্ট কাপড়,अच्छा कपड़ा
1622,2.6.117,स्थूलशाटकः,----,मोटा कपड़ा,----,মোটা কাপড়,ମୋଟା କପଡ଼ା,ਮੋਟਾ ਕਪੜਾ ,মোটা কাপড়,मोटा कपड़ा
1623,2.6.117,निचोलः,----,परदा,----,পরিহিত বস্ত্র,ପରଦା,ਪਰਦਾ ,পরিহিত বস্ত্র,परदा
1624,2.6.117,कम्बलः,----,कम्बल,----,কম্বল,କମ୍ଵଳ,ਕੰਬਲ ,কম্বল,कम्बल
1625,2.6.118,अन्तरीयम्,----,धोती,----,পরিধানবস্ত্র,ଧୋତି ଆଦି, ਧੋਤੀ ,পরিধানবস্ত্র,धोती
1626,2.6.118,प्रावारः,----,अंगौछा,----,উত্তরীয়,ଅଣ୍ଟାର ଉପରେ ବ୍ୟବହୃତ କପଡ଼ା,ਅੰਗੋਛਾ,উত্তরীয়,अंगौछा
1627,2.6.119,चोलः,----,अंगिया- चोली,----,মেয়েদের কাঁচুলী,ସ୍ତ୍ରୀମାନଙ୍କ ବସ୍ତ୍ର,ਅੰਗਿਯਾ- ਚੋਲੀ,মেয়েদের কাঁচুলী,अंगिया- चोली
1628,2.6.119,नीशारः,----,रजाई,----,ঠান্ডা বা বাতাস প্রতিরোধক কাপড়,ରେଜେଇ,ਰਜਾਈ ,ঠান্ডা বা বাতাস প্রতিরোধক কাপড়,रजाई
1629,2.6.120,अधोरुकम्,----,स्त्रियों की कुरती,----,মেয়েদের পরার কাপড়বিশেষ,ସାୟା,ਜਨਾਨਿਯਾਂ ਦੀ ਕੁਰਤੀ ,মেয়েদের পরার কাপড়বিশেষ,स्त्रिक कुरती
1630,2.6.120,आप्रपदीनम्,----,शाया- लहँगा,----,পায়ের পাতা পর্য্যন্ত লম্বা পরার কাপড়,ପାଦପର୍ଯ୍ୟନ୍ତ ଝୁଲୁଥିବା କପଡ଼ା,ਲਹੰਗਾ ,পায়ের পাতা পর্য্যন্ত লম্বা পরার কাপড়,शाया- लहँगा
1631,2.6.121,वितानम्,----,चँदवा,----,চাঁদোয়া,ଚାନ୍ଦୁଆ,ਚੰਦਵਾ ,চাঁদোয়া,चँदवा
1632,2.6.121,दूष्यम्,----,तम्बू,----,তাবু,ତମ୍ଵୁ,ਤੰਬੂ ,তাবু,तम्बू
1633,2.6.121,प्रतिसीरा,----,परदा,----,যবনিকা বা পরদা,ପରଦା,ਪਰਦਾ ,যবনিকা বা পরদা,परदा
1634,2.6.122,अङ्गसंस्कारः,----,देह में चन्दन केसर आदि लगाना,----,স্নানের সময় শরীর পরিষ্কার করা,କୁଙ୍କୁମ ଆଦିରେ ଶରୀର ସଂସ୍କାର କରିବା,ਦੇਹ ਵਿੱਚ ਚੰਦਨ- ਕੇਸਰ ਆਦਿ ਲੌਣਾ ,স্নানের সময় শরীর পরিষ্কার করা,देह मँ चन्दनकसर आदि लगाना
1635,2.6.122,मार्जना,----,पोंछने आदि से देह को निर्मल करना,----,চন্দনাদি দ্বারা অঙ্গমার্জন,ପୋଛି ଶରୀର ସଫା କରିବା,ਪੋਂਛਣੇ ਆਦਿ ਤੋਂ ਸ਼ਰੀਰ ਨੂਂ ਸਾਫ ਕਰਨਾ,চন্দনাদি দ্বারা অঙ্গমার্জন,पोंछने आदि सँ देह के  निर्मल केनाइ
1636,2.6.122,उत्सादनम्,----,उबटन से शरीर का मैल दूर करना,----,হলুদ ইত্যাদি দ্বারা শরীর নির্মল করা,ସାବୁନ୍ ଦ୍ଵାରା ଶରୀର ଧୋଇବା,ਉਬਟਨ ,হলুদ ইত্যাদি দ্বারা শরীর নির্মল করা,उबटन सँ शरीरक मैल दूर केनाइ
1637,2.6.123,स्नानम्,----,नहाना,----,স্নান,ସ୍ନାନ/ଗାଧୋଇବା,ਨਹਾਨਾ ,স্নান,नहाना
1638,2.6.123,चर्चा,----,लेपन,----,বস্ত্র ও শরীরাদিতে বিন্যস্ত কুঙ্কুমাদি,ଦେହରେ ଚନ୍ଦନ ଆଦି ଲଗାଇବା,ਲੇਪਨ ,বস্ত্র ও শরীরাদিতে বিন্যস্ত কুঙ্কুমাদি,लेपन
1639,2.6.123,प्रबोधनम्,----,गयी सुगन्ध को फिर प्रकट करना,----,লুপ্তপ্রায় কুঙ্কুমাদি পুনরায় ফুটিয়ে তোলা,ବାହାରିଥିବା ଗନ୍ଧକୁ ପୁଣି ଥରେ ଆଣିବା,ਗਈ ਸੁਗੰਧ ਨੂਂ ਦੁਬਾਰਾਂ ਪਰਕਟ ਕਰਨਾ,লুপ্তপ্রায় কুঙ্কুমাদি পুনরায় ফুটিয়ে তোলা,गयी सुगन्ध के  फिर प्रकट केनाइ
1640,2.6.123,पत्रलेखा,----,स्तन और कपोल पर् की जाने वाली चित्रकारी,----,গাল- স্তন ইত্যাদিতে কস্তূরী প্রভৃতি দিয়ে রচিত পত্রাবলী,ଚନ୍ଦନ ଆଦିରେ ଗାଲ ବା ସ୍ତନରେ ଚିତ୍ରକାରୀ କରିବା,ਮੋੰਮੇ ਤੇ ਗਾਲ ਉੱਤੇ ਕਰੀ ਜਾਣ ਵਾਲੀ ਚਿੱਤਰਕਾਰੀ ,গাল- স্তন ইত্যাদিতে কস্তূরী প্রভৃতি দিয়ে রচিত পত্রাবলী,स्तन आर कपोल पर्क जाने वाली चित्रकारी
1641,2.6.124,तिलकम्,----,टीका,----,তিলক,ତିଳକ,ਟੀਕਾ ,তিলক,टीका
1642,2.6.124,कुङ्कुमम्,----,केसर,----,কুঙ্কুম,କୁଙ୍କୁମ,ਕੈਂਸਰ ,কুঙ্কুম,केसर
1643,2.6.126,लाक्षा,----,लाह,----,লাক্ষা বা গালা,ଲାକ୍ଷା,ਲਾਹ,লাক্ষা বা গালা,लाह
1644,2.6.126,लवङ्गम्,----,लौंग,----,লবঙ্গ,ଲବଙ୍ଗ,ਲੌਂਗ ,লবঙ্গ,लौंग
1645,2.6.126,जायकम्,----,पीलाचन्दन,----,জায়ফল,ହଳଦିଆ ଚନ୍ଦନ/ଜାୟକ ନାମକ ଗନ୍ଧ ଦ୍ରବ୍ୟ,ਪੇਲਾ ਚੰਦਨ ,জায়ফল,पीयरचन्दन
1646,2.6.127,वंशकम्,----,अगर,----,অগুরু,ଅଗୁରୁ,ਅਗਰ ,অগুরু,अगर
1647,2.6.128,कालगुरु,----,काली अगर,----,মল্লিকাগন্ধযুক্ত অগুরু,କଳା ଅଗୁରୁ,ਕਾਲੀ ਅਗਰ ,মল্লিকাগন্ধযুক্ত অগুরু,काली अगर
1648,2.6.128,मङ्गल्या,----,मङ्गलागरू,----,মল্লিকাগন্ধযুক্ত অগুরু,ମଙ୍ଗଳ ଅଗୁରୁ,ਮੰਗਲਾਗਰੂ,মল্লিকাগন্ধযুক্ত অগুরু,मङ्गलागरू
1649,2.6.128,यक्षधूपः,----,राल,----,যক্ষধূপ,ଧୂପ,ਰਾਲ,যক্ষধূপ,राल
1650,1.2.129,वृकधूपः,----,दशाङ्ग धूप,----,কৃত্রিমধূপ,କୃତ୍ରିମ ଧୂପ,ਦਸ਼ਾੰਗ ਧੂਪ ,কৃত্রিমধূপ,दशाङ्ग धूप
1651,1.2.129,तुरुष्कः,----,लोबान,----,সিহ্লনামক গন্ধ দ্রব্য,----,ਲੋਬਾਨ ,সিহ্লনামক গন্ধ দ্রব্য,लोबान
1652,1.2.129,पायसः,----,चीड़ की धूप,----,তার্পিন তেল,ଦେବଦାରୁ ଅଠାରୁ ତିଆରି ସୁଗନ୍ଧିତ ଦ୍ରବ୍ୟବିଶେଷ,ਚੀੜ ਦੀ ਧੂਪ ,তার্পিন তেল,चीड़क धूप
1653,1.2.130,मृगनाभिः,----,कस्तूरी,----,কস্তূরী,କସ୍ତୂରୀ,ਕਸਤੂਰੀ ,কস্তূরী,कस्तूरी
1654,1.2.130,कोलकम्,----,शीतल चीनी,----,কাক্লা ফল,କର୍ପୂର ଫଳ,ਸ਼ੀਤਲ ਚੀਨੀ ,কাক্লা ফল,शीतल चीनी
1655,1.2.131,कर्पूरम्,----,कपूर,----,কর্পূর,କର୍ପୂର ଫଳ,ਕਪੂਰ ,কর্পূর,कपूर
1656,1.2.132,गन्धसारः,----,चन्दन,----,চন্দন,ଚନ୍ଦନ ଆଦିରେ ଗାଲ ବା ସ୍ତନରେ ଚିତ୍ରକାରୀ କରିବା,ਚੰਦਨ ,চন্দন,चन्दन
1657,1.2.132,हरिचन्दनम्,----,पीले रंग का चन्दन,----,চন্দনবিশেষ,ହରିଚନ୍ଦନ,ਪੇਲੇ ਰੰਗ ਦਾ ਚੰਦਨ ,চন্দনবিশেষ,पीले रंगक चन्दन
1658,1.2.133,तिलपर्णी,----,लाल चन्दन,----,রক্তচন্দন,ରକ୍ତଚନ୍ଦନ,ਲਾਲ ਚੰਦਨ ,রক্তচন্দন,लाल चन्दन
1659,1.2.133,जातीकोषम्,----,जायफल,----,জাতিফল,ଜାଇଫଳ,ਜਾਯਫਲ ,জাতিফল,जायफल
1660,1.2.134,यक्षकर्दमः,----,महासुगन्धित लेप विशेष,----,কর্পূরাদিমিশ্রিত গাত্রানুলেপন,କର୍ପୂର- ଅଗୁରୁ ଆଦିରୁ ତିଆରି ଲେପବିଶେଷ,ਮਹਾਸੁਗੰਧਤ ਵਖਰਾ ਲੇਪ ,কর্পূরাদিমিশ্রিত গাত্রানুলেপন,महासुगन्धित लेप विशेष
1661,1.2.134,गात्रानुलेपनी,----,शरीर पर अनुलेप के योग्य पीसे हुए और घिसे हुए सुगन्धित द्रव्य,----,গায়ে মাখার গন্ধদ্রব্যবিশেষ,ଦେହରେ ଲେପନ ପାଇଁ ବଟା ଯାଇଥିବା ଗନ୍ଧଦ୍ରବ୍ୟବିଶେଷ,ਸ਼ਰੀਰ ਨੂਂ ਲੇੱਪਨ ਯੋਗ ਪਿਸੇ ਹੋਏ ਤੇ ਘਿਸੇ ਹੋਏ ਸੁਗੰਧਿਤ ਤਰਲ ,গায়ে মাখার গন্ধদ্রব্যবিশেষ,शरीर पर अनुलेपक योग्य पीसे हुए आर घिसे हुए सुगन्धित द्रव्य
1662,1.2.135,चूर्णम्,----,सुगन्धित पाउडर,----,নানাবিধ গন্ধদ্রব্য,ଚୂର୍ଣ୍ଣ,ਸੂੰਘ ਵਾਲਾ ਪਾਊਡਰ ,নানাবিধ গন্ধদ্রব্য,सुगन्धित पाउडर
1663,1.2.135,वासितम्,----,गन्धद्रव्य से सुगन्धित की गयी वस्तु,----,গন্ধময় বস্তু,ସୁଗନ୍ଧିତ କପଡ଼ା,ਗੰਧ ਤਰਲ ਤੌਂ ਸੁਗੰਧਤ ਕਿੱਤਿ ਹੋਈ ਵਸਤ ,গন্ধময় বস্তু,गन्धद्रव्य सँ सुगन्धितक गयी वस्तु
1664,1.2.135,अधिवासनम्,----,अतर,----,গন্ধ- মালা ইত্যাদির দ্বারা সংস্কার,ଗୋଲାପଜଳ ବା ସୁଗନ୍ଧିତ ଫୁଲାଦି ଦ୍ଵାରା ପାନ ଆଦିକୁ ସୁବାସିତ କରିବା,ਅਤਰ ,গন্ধ- মালা ইত্যাদির দ্বারা সংস্কার,अतर
1665,1.2.136,माल्यम्,----,सिर पर की धरी हुई पुष्प माला,----,মালা,ମାଳା,ਸਿਰ ਉੱਤੇ ਧਰੀ ਹੋਈ ਫੂਲਮਾਲਾ ,মালা,सिर परक धरी हुई पुष्प माला
1666,1.2.136,गर्भकः,----,सिर के बीचोबीच रखी हुई माला,----,চুলে পরার মালা,ବାଳର ମଧ୍ୟଭାଗ୍ସ୍ଥ ମାଳା,ਸਿਰ ਦੇ ਬੀੱਚਮਭੀਚ ਰੱਖੀ ਮਾਲਾ ,চুলে পরার মালা,सिरक बीचोबीच रखी हुई माला
1667,1.2.136,प्रभष्टकम्,----,सिर से चोटी तक लटकती हुई माला,----,টিকিতে ঝোলানো মালা,ଚୁଟୀରେ ଝୁଲୁଥିବା ମାଳା,ਸਿਰ ਤੌਂ ਲੈ ਕੇ ਚੋੱਟੀ ਲੌਂ ਲਟਕਦੀ ਹੋਈ ਮਾਲਾ ,টিকিতে ঝোলানো মালা,सिर सँ चोटी तक लटकती हुई माला
1668,1.2.136,ललामकम्,----,सिर से ललाट तक की माला,----,সামনের দিকে কপাল পর্যন্ত ঝোলানো মালা,ମୁଣ୍ଡରୁ କପାଳ ପର୍ଯ୍ୟନ୍ତ ଖୁଲୁଥିବା ମାଳା,ਸਿਰ ਤੌਂ ਮਾੱਥੇ ਲੌਂ ਦੀ ਮਾਲਾ ,সামনের দিকে কপাল পর্যন্ত ঝোলানো মালা,सिर सँ ललाट तकक माला
1669,1.2.136,प्रालम्बम्,----,कण्ठ से सीधी लटकनेवाली माला,----,গলা থেকে সোজা ঝোলানো মালা,ଗଳାରୁ ସିଧା ଝୁଲୁଥିବା ମାଳା,ਕੰਠ ਤੌਂ ਸੀਧੀ ਲਟਕਣ ਵਾਲੀ ਮਾਲਾ ,গলা থেকে সোজা ঝোলানো মালা,कण्ठ सँ सीधी लटकऽ वाला  माला
1670,1.2.137,वैकक्षकम्,----,जनेव की तरह छाती पर् टेढ़ी लटकती हुई माला,----,উত্তরীয়ের মত বাঁকা ভাবে বুকের উপর ঝোলানো মালা,ପଇତା ପରି ବଙ୍କାଭାବରେ ପିନ୍ଧା ହୋଇଥିବା ମାଳା,ਜਨੇਊ ਦੀ ਤਰਾਂ ਛਾਤੀ ਉੱਤੇ ਟੇਢੀ ਲਟਕਦੀ ਹੋਈ ਮਾਲਾ ,উত্তরীয়ের মত বাঁকা ভাবে বুকের উপর ঝোলানো মালা,जनेवक तरह छाती पर् टेढ़ी लटकती हुई माला
1671,1.2.137,शेखरः,----,शिखा में पहनी हुई माला,----,শিখাস্থিত মালা,ଶିଖାରେ ରଖା ଯାଇଥିବା ମାଳା,ਚੋਟੀ ਵਿੱਚ ਪਹਨੀ ਹੋਈ ਮਾਲਾ ,শিখাস্থিত মালা,शिखा मँ पहनी हुई माला
1672,1.2.138,रचना,----,फूलों से माला या गुच्छे आदि बनाना वा गूँथना,----,পত্রাবলী প্রভৃতি রচনা,ମାଳା ଗୁନ୍ଥିବା,ਫੂੱਲਾੱ ਤੌਂ ਮਾਲਾ ਜਾਂ ਗੁੱਛੇ ਆਦਿ ਬਣੌਣਾ ਜਾਂ ਗੂਥਨਾ  ,পত্রাবলী প্রভৃতি রচনা,फूलों सँ माला आ गुच्छे आदि बनाना वा गूँथना
